row_index,priority,reason,source_pdf,source_page,form_type,polling_station_no,choice_no,image_path,raw_ocr_path,crop_variant,crop_path,crop_box,status,notes
98,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,19,5_18,4.0,8,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0019.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0019.json,gray2x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000098_page_0019_choice_8__gray2x.png,"1478,2732,2299,2845",ok,
98,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,19,5_18,4.0,8,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0019.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0019.json,threshold3x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000098_page_0019_choice_8__threshold3x.png,"1478,2732,2299,2845",ok,
100,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,3,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,raw,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000100_page_0025_choice_3__raw.png,"1478,2308,2299,2409",ok,
100,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,3,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,gray2x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000100_page_0025_choice_3__gray2x.png,"1478,2308,2299,2409",ok,
100,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,3,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,threshold3x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000100_page_0025_choice_3__threshold3x.png,"1478,2308,2299,2409",ok,
101,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,4,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,raw,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000101_page_0025_choice_4__raw.png,"1478,2396,2299,2497",ok,
101,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,4,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,gray2x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000101_page_0025_choice_4__gray2x.png,"1478,2396,2299,2497",ok,
101,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,4,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,threshold3x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000101_page_0025_choice_4__threshold3x.png,"1478,2396,2299,2497",ok,
102,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,5,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,raw,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000102_page_0025_choice_5__raw.png,"1478,2483,2299,2585",ok,
102,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,5,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,gray2x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000102_page_0025_choice_5__gray2x.png,"1478,2483,2299,2585",ok,
102,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,5,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,threshold3x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000102_page_0025_choice_5__threshold3x.png,"1478,2483,2299,2585",ok,
103,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,6,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,raw,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000103_page_0025_choice_6__raw.png,"1478,2573,2299,2675",ok,
103,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,6,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,gray2x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000103_page_0025_choice_6__gray2x.png,"1478,2573,2299,2675",ok,
103,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,25,5_18,5.0,6,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0025.json,threshold3x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000103_page_0025_choice_6__threshold3x.png,"1478,2573,2299,2675",ok,
105,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,31,5_18,6.0,2,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.json,raw,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000105_page_0031_choice_2__raw.png,"1478,2230,2299,2332",ok,
105,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,31,5_18,6.0,2,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.json,gray2x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000105_page_0031_choice_2__gray2x.png,"1478,2230,2299,2332",ok,
105,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,31,5_18,6.0,2,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.json,threshold3x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000105_page_0031_choice_2__threshold3x.png,"1478,2230,2299,2332",ok,
109,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,31,5_18,6.0,8,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.json,raw,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000109_page_0031_choice_8__raw.png,"1478,2774,2299,2877",ok,
109,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,31,5_18,6.0,8,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.json,gray2x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000109_page_0031_choice_8__gray2x.png,"1478,2774,2299,2877",ok,
109,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,31,5_18,6.0,8,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0031.json,threshold3x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000109_page_0031_choice_8__threshold3x.png,"1478,2774,2299,2877",ok,
114,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,37,5_18,7.0,5,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0037.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0037.json,raw,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000114_page_0037_choice_5__raw.png,"1478,2480,2299,2597",ok,
114,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,37,5_18,7.0,5,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0037.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0037.json,gray2x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000114_page_0037_choice_5__gray2x.png,"1478,2480,2299,2597",ok,
114,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,37,5_18,7.0,5,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0037.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0037.json,threshold3x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000114_page_0037_choice_5__threshold3x.png,"1478,2480,2299,2597",ok,
110,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,38,5_18,7.0,1,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0038.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0038.json,raw,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000110_page_0038_choice_1__raw.png,"1478,2395,2299,2496",ok,
110,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,38,5_18,7.0,1,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0038.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0038.json,gray2x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000110_page_0038_choice_1__gray2x.png,"1478,2395,2299,2496",ok,
110,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,38,5_18,7.0,1,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0038.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0038.json,threshold3x,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/crops/p0_digit_cells/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/row_000110_page_0038_choice_1__threshold3x.png,"1478,2395,2299,2496",ok,
116,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,38,5_18,7.0,38,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0038.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0038.json,,,,missing_or_invalid_row_anchor,Could not locate a usable choice row anchor in the table zone
117,P0,missing_votes,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอจัตุรัส/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ.pdf,38,5_18,7.0,150,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/images/5_18/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0038.png,/Users/pornmongkol/Documents/ProjectDSDE_election2026/data/raw/ocr/5_18_auto/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ/ต.กุดน้ำใส-แบ่งเขต_บัญชีรายชื่อ_page_0038.json,,,,missing_or_invalid_row_anchor,Could not locate a usable choice row anchor in the table zone
