province,constituency_no,form_type,vote_type,polling_station_no,district,subdistrict,total_choice_votes,eligible_voters,ballots_cast,valid_votes,invalid_votes,no_vote,choice_count,needs_review_rows
ชัยภูมิ,2,5_16,constituency,,,,1.0,,,,,,3,2
ชัยภูมิ,2,5_16_partylist,party_list,,,,525.0,,,,,,20,15
ชัยภูมิ,2,5_17,constituency,2.0,,,32.0,,,,,,8,8
ชัยภูมิ,2,5_17,constituency,7.0,,,34.0,,,,,,4,4
ชัยภูมิ,2,5_17,constituency,700.0,,,31.0,,,,,,5,0
ชัยภูมิ,2,5_17,constituency,,,,1.0,,,,,,9,13
ชัยภูมิ,2,5_17_partylist,party_list,,,,5222.0,,,,,,29,120
ชัยภูมิ,2,5_18,constituency,0.0,,,120.0,,,,,,3,4
ชัยภูมิ,2,5_18,constituency,1.0,,,16196.0,318.0,,,,,7,35
ชัยภูมิ,2,5_18,constituency,1.0,,/เทศรี,5106.0,,,,,,6,1
ชัยภูมิ,2,5_18,constituency,1.0,,แขวง/เทศบาล.ูอำเอ/ขต.,0.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,1.0,-..,/เทศบาละะ,0.0,,,,,,1,1
ชัยภูมิ,2,5_18,constituency,1.0,...,,0.0,,,,,,1,1
ชัยภูมิ,2,5_18,constituency,1.0,...,/เทศบาล.,4.0,,,,,,5,3
ชัยภูมิ,2,5_18,constituency,1.0,.ต,/เทศบาล.นหอรอำเภอ/เขต.ต,2.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,1.0,จัตุรัส,กุดน้ำใส,262.0,524.0,291.0,262.0,19.0,10.0,7,0
ชัยภูมิ,2,5_18,constituency,1.0,มี,,11.0,,,,,,3,0
ชัยภูมิ,2,5_18,constituency,1.0,เลือกตั้งของหนวยเือกต้งที่,,2.0,,,,,,3,2
ชัยภูมิ,2,5_18,constituency,1.0,…..,,0.0,,,,,,5,4
ชัยภูมิ,2,5_18,constituency,2.0,,,0.0,,,,,,4,5
ชัยภูมิ,2,5_18,constituency,2.0,จัตุรัส,กุดน้ำใส,58.0,,,,,,5,5
ชัยภูมิ,2,5_18,constituency,3.0,จัตุรัส,กุดน้ำใส,0.0,,,,,,5,6
ชัยภูมิ,2,5_18,constituency,4.0,จัตุรัส,กุดน้ำใส,49.0,,,,,,4,2
ชัยภูมิ,2,5_18,constituency,5.0,จัตุรัส,กุดน้ำใส,5857.0,,,,,,6,4
ชัยภูมิ,2,5_18,constituency,6.0,จัตุรัส,กุดน้ำใส,13.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,7.0,จัตุรัส,กุดน้ำใส,7.0,,,,,,8,5
ชัยภูมิ,2,5_18,constituency,8.0,จัตุรัส,กุดน้ำใส,33.0,,,,,,6,2
ชัยภูมิ,2,5_18,constituency,9.0,,,13.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,10.0,จัตุรัส,กุดน้ำใส,0.0,,,,,,5,3
ชัยภูมิ,2,5_18,constituency,11.0,จัตุรัส,กุดน้ำใส,12.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,12.0,จัตุรัส,กุดน้ำใส,72.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,13.0,จัตุรัส,กุดน้ำใส,88.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,14.0,จัตุรัส,กุดน้ำใส,12.0,,,,,,4,1
ชัยภูมิ,2,5_18,constituency,15.0,จัตุรัส,กุดน้ำใส,6.0,,,,,,5,1
ชัยภูมิ,2,5_18,constituency,16.0,จัตุรัส,กุดน้ำใส,0.0,,,,,,5,4
ชัยภูมิ,2,5_18,constituency,17.0,จัตุรัส,กุดน้ำใส,57.0,,,,,,5,3
ชัยภูมิ,2,5_18,constituency,19.0,จัตุรัส,บ้านกอก,0.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,20.0,จัตุรัส,บ้านกอก,328.0,0.0,,,,,2,0
ชัยภูมิ,2,5_18,constituency,21.0,จัตุรัส,บ้านกอก,0.0,21.0,,,,,3,3
ชัยภูมิ,2,5_18,constituency,22.0,จัตุรัส,บ้านกอก,0.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,23.0,จัตุรัส,บ้านกอก,0.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,24.0,จัตุรัส,บ้านกอก,8.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,25.0,จัตุรัส,บ้านกอก,0.0,,,,,,1,1
ชัยภูมิ,2,5_18,constituency,26.0,จัตุรัส,บ้านกอก,32.0,,,,,,2,0
ชัยภูมิ,2,5_18,constituency,27.0,จัตุรัส,บ้านกอก,0.0,,,,,,1,1
ชัยภูมิ,2,5_18,constituency,28.0,จัตุรัส,บ้านกอก,28.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,29.0,จัตุรัส,บ้านกอก,8.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,30.0,จัตุรัส,บ้านกอก,0.0,,,,,,1,1
ชัยภูมิ,2,5_18,constituency,31.0,จัตุรัส,บ้านกอก,0.0,,,,,,1,1
ชัยภูมิ,2,5_18,constituency,32.0,จัตุรัส,บ้านกอก,15.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,33.0,จัตุรัส,บ้านกอก,2.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,35.0,จัตุรัส,บ้านขาม,191.0,20.0,,,,,2,1
ชัยภูมิ,2,5_18,constituency,36.0,จัตุรัส,บ้านขาม,0.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,38.0,จัตุรัส,บ้านขาม,1000.0,,,,,,3,1
ชัยภูมิ,2,5_18,constituency,39.0,จัตุรัส,บ้านขาม,9.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,40.0,จัตุรัส,บ้านขาม,431.0,5.0,,,,,2,0
ชัยภูมิ,2,5_18,constituency,41.0,จัตุรัส,บ้านขาม,0.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,42.0,จัตุรัส,บ้านขาม,1.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,43.0,จัตุรัส,บ้านขาม,5.0,946.0,,,,,2,1
ชัยภูมิ,2,5_18,constituency,44.0,จัตุรัส,บ้านขาม,1.0,,,,,,2,1
ชัยภูมิ,2,5_18,constituency,45.0,จัตุรัส,บ้านขาม,10.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,46.0,จัตุรัส,บ้านขาม,41.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,47.0,จัตุรัส,บ้านขาม,19.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,49.0,จัตุรัส,ละหาน,15.0,,,,,,4,0
ชัยภูมิ,2,5_18,constituency,50.0,จัตุรัส,ละหาน,9.0,,,,,,6,6
ชัยภูมิ,2,5_18,constituency,51.0,จัตุรัส,ละหาน,39.0,,,,,,4,1
ชัยภูมิ,2,5_18,constituency,52.0,จัตุรัส,ละหาน,183.0,,,,,,5,4
ชัยภูมิ,2,5_18,constituency,53.0,จัตุรัส,ละหาน,2731.0,,,,,,5,1
ชัยภูมิ,2,5_18,constituency,54.0,จัตุรัส,ละหาน,148.0,,,,,,6,1
ชัยภูมิ,2,5_18,constituency,55.0,จัตุรัส,ละหาน,13.0,2.0,,,,,4,0
ชัยภูมิ,2,5_18,constituency,56.0,จัตุรัส,ละหาน,2037.0,,,,,,6,6
ชัยภูมิ,2,5_18,constituency,57.0,จัตุรัส,ละหาน,27.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,58.0,จัตุรัส,ละหาน,8.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,59.0,จัตุรัส,ละหาน,38.0,,,,,,5,1
ชัยภูมิ,2,5_18,constituency,60.0,จัตุรัส,ละหาน,208.0,,,,,,5,1
ชัยภูมิ,2,5_18,constituency,61.0,จัตุรัส,ละหาน,19.0,,,,,,6,3
ชัยภูมิ,2,5_18,constituency,62.0,จัตุรัส,ละหาน,0.0,,,,,,6,4
ชัยภูมิ,2,5_18,constituency,63.0,จัตุรัส,ละหาน,0.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,64.0,จัตุรัส,ละหาน,37.0,,,,,,7,4
ชัยภูมิ,2,5_18,constituency,65.0,จัตุรัส,ละหาน,0.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,66.0,จัตุรัส,ละหาน,6.0,,,244.0,,,5,3
ชัยภูมิ,2,5_18,constituency,67.0,จัตุรัส,ละหาน,20.0,,,,,,5,3
ชัยภูมิ,2,5_18,constituency,68.0,จัตุรัส,ละหาน,0.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,69.0,จัตุรัส,ละหาน,2.0,,,,,,4,2
ชัยภูมิ,2,5_18,constituency,70.0,จัตุรัส,ส้มป่อย,11.0,,,,,,6,3
ชัยภูมิ,2,5_18,constituency,71.0,จัตุรัส,ส้มป่อย,18.0,,,,,,4,3
ชัยภูมิ,2,5_18,constituency,72.0,จัตุรัส,ส้มป่อย,20.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,73.0,จัตุรัส,ส้มป่อย,2.0,,,,,,5,6
ชัยภูมิ,2,5_18,constituency,74.0,จัตุรัส,ส้มป่อย,7.0,,,,,,4,3
ชัยภูมิ,2,5_18,constituency,75.0,จัตุรัส,ส้มป่อย,0.0,,,,,,3,4
ชัยภูมิ,2,5_18,constituency,76.0,จัตุรัส,ส้มป่อย,471.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,77.0,จัตุรัส,ส้มป่อย,0.0,,,,,,5,5
ชัยภูมิ,2,5_18,constituency,78.0,จัตุรัส,ส้มป่อย,0.0,,,,,,5,5
ชัยภูมิ,2,5_18,constituency,79.0,จัตุรัส,ส้มป่อย,0.0,,,,,,5,4
ชัยภูมิ,2,5_18,constituency,80.0,จัตุรัส,ส้มป่อย,0.0,,,,,,5,7
ชัยภูมิ,2,5_18,constituency,81.0,จัตุรัส,ส้มป่อย,6.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,82.0,จัตุรัส,ส้มป่อย,11.0,,,,,,5,1
ชัยภูมิ,2,5_18,constituency,83.0,จัตุรัส,ส้มป่อย,0.0,43.0,,,,,6,8
ชัยภูมิ,2,5_18,constituency,84.0,จัตุรัส,ส้มป่อย,20.0,,,,,,5,1
ชัยภูมิ,2,5_18,constituency,85.0,จัตุรัส,หนองบัวบาน,2.0,,,,,,3,2
ชัยภูมิ,2,5_18,constituency,86.0,จัตุรัส,หนองบัวบาน,0.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,96.0,จัตุรัส,หนองบัวบาน,0.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,97.0,จัตุรัส,หนองบัวบาน,142.0,,,,,,1,0
ชัยภูมิ,2,5_18,constituency,98.0,จัตุรัส,หนองบัวบาน,347.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,99.0,จัตุรัส,หนองบัวบาน,2280.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,100.0,จัตุรัส,หนองบัวบาน,0.0,,,,,,1,1
ชัยภูมิ,2,5_18,constituency,101.0,จัตุรัส,หนองบัวบาน,148.0,,,,,,1,0
ชัยภูมิ,2,5_18,constituency,102.0,จัตุรัส,หนองบัวบาน,0.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,103.0,จัตุรัส,หนองบัวโคก,0.0,,,,,,4,3
ชัยภูมิ,2,5_18,constituency,104.0,จัตุรัส,หนองบัวโคก,10.0,337.0,,,,,5,3
ชัยภูมิ,2,5_18,constituency,105.0,จัตุรัส,หนองบัวโคก,27.0,,,,,,6,3
ชัยภูมิ,2,5_18,constituency,106.0,จัตุรัส,หนองบัวโคก,2.0,,,,,,5,4
ชัยภูมิ,2,5_18,constituency,107.0,จัตุรัส,หนองบัวโคก,6.0,,,,,,6,3
ชัยภูมิ,2,5_18,constituency,108.0,จัตุรัส,หนองบัวโคก,38.0,,,,,,4,1
ชัยภูมิ,2,5_18,constituency,109.0,จัตุรัส,หนองบัวโคก,17.0,46.0,,,,,6,2
ชัยภูมิ,2,5_18,constituency,110.0,จัตุรัส,หนองบัวโคก,4.0,,,,,,4,2
ชัยภูมิ,2,5_18,constituency,111.0,จัตุรัส,หนองบัวโคก,217.0,,,,,,4,2
ชัยภูมิ,2,5_18,constituency,112.0,จัตุรัส,หนองบัวโคก,4.0,,,,,,4,2
ชัยภูมิ,2,5_18,constituency,113.0,จัตุรัส,หนองบัวโคก,48.0,,,,,,7,3
ชัยภูมิ,2,5_18,constituency,118.0,จัตุรัส,หนองบัวใหญ่,0.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,119.0,จัตุรัส,หนองบัวใหญ่,2.0,,,,,,3,1
ชัยภูมิ,2,5_18,constituency,120.0,จัตุรัส,หนองบัวใหญ่,1.0,,,,,,3,4
ชัยภูมิ,2,5_18,constituency,121.0,จัตุรัส,หนองบัวใหญ่,0.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,122.0,จัตุรัส,หนองบัวใหญ่,0.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,123.0,จัตุรัส,หนองบัวใหญ่,2.0,,,,,,2,1
ชัยภูมิ,2,5_18,constituency,124.0,จัตุรัส,หนองบัวใหญ่,4.0,,,,,,4,3
ชัยภูมิ,2,5_18,constituency,130.0,จัตุรัส,หนองโดน,0.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,131.0,จัตุรัส,หนองโดน,207509.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,132.0,จัตุรัส,หนองโดน,71.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,133.0,จัตุรัส,หนองโดน,18.0,,,,,,6,6
ชัยภูมิ,2,5_18,constituency,134.0,จัตุรัส,หนองโดน,7.0,,,,,,5,5
ชัยภูมิ,2,5_18,constituency,135.0,จัตุรัส,หนองโดน,15.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,136.0,จัตุรัส,หนองโดน,0.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,137.0,จัตุรัส,หนองโดน,14.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,138.0,จัตุรัส,หนองโดน,5.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,139.0,จัตุรัส,หนองโดน,0.0,,,,,,1,1
ชัยภูมิ,2,5_18,constituency,140.0,จัตุรัส,หนองโดน,0.0,,,,,,1,1
ชัยภูมิ,2,5_18,constituency,141.0,จัตุรัส,จัตุรัส ทต.บ้านกอก,0.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,142.0,จัตุรัส,จัตุรัส ทต.บ้านกอก,0.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,149.0,ซับใหญ่,ท่ากูบ,3.0,,,,,,2,3
ชัยภูมิ,2,5_18,constituency,150.0,ซับใหญ่,ท่ากูบ,15.0,,,,,,4,6
ชัยภูมิ,2,5_18,constituency,151.0,ซับใหญ่,ท่ากูบ,0.0,,,,,,3,4
ชัยภูมิ,2,5_18,constituency,152.0,ซับใหญ่,ท่ากูบ,2.0,,,,,,5,6
ชัยภูมิ,2,5_18,constituency,153.0,ซับใหญ่,ท่ากูบ,16.0,,,,,,4,5
ชัยภูมิ,2,5_18,constituency,154.0,ซับใหญ่,ท่ากูบ,6.0,,,,,,2,3
ชัยภูมิ,2,5_18,constituency,155.0,ซับใหญ่,ท่ากูบ,0.0,,,,,,2,2
ชัยภูมิ,2,5_18,constituency,156.0,ซับใหญ่,ท่ากูบ,10.0,,,,,,5,6
ชัยภูมิ,2,5_18,constituency,157.0,ซับใหญ่,ท่ากูบ,0.0,,,,,,3,4
ชัยภูมิ,2,5_18,constituency,158.0,ซับใหญ่,ท่ากูบ,4.0,,,,,,5,6
ชัยภูมิ,2,5_18,constituency,159.0,ซับใหญ่,ท่ากูบ,1.0,,,,,,3,4
ชัยภูมิ,2,5_18,constituency,160.0,ซับใหญ่,ท่ากูบ,0.0,,,,,,1,2
ชัยภูมิ,2,5_18,constituency,161.0,บ้านเขว้า,ชีบน,0.0,,,,,,6,9
ชัยภูมิ,2,5_18,constituency,162.0,บ้านเขว้า,ชีบน,186.0,,,,,,7,2
ชัยภูมิ,2,5_18,constituency,163.0,บ้านเขว้า,ชีบน,2.0,1.0,,,,,6,4
ชัยภูมิ,2,5_18,constituency,164.0,บ้านเขว้า,ชีบน,9.0,,,,,,7,6
ชัยภูมิ,2,5_18,constituency,165.0,บ้านเขว้า,ชีบน,49.0,,,,,,6,6
ชัยภูมิ,2,5_18,constituency,166.0,บ้านเขว้า,ชีบน,18.0,,,,,,6,3
ชัยภูมิ,2,5_18,constituency,167.0,บ้านเขว้า,ชีบน,52.0,,,,,,6,6
ชัยภูมิ,2,5_18,constituency,168.0,บ้านเขว้า,ชีบน,10.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,169.0,บ้านเขว้า,ชีบน,32.0,,,,,,6,2
ชัยภูมิ,2,5_18,constituency,170.0,บ้านเขว้า,ชีบน,0.0,,,,,,6,6
ชัยภูมิ,2,5_18,constituency,171.0,บ้านเขว้า,ชีบน,268230.0,,,,,,6,1
ชัยภูมิ,2,5_18,constituency,172.0,บ้านเขว้า,ชีบน,50.0,,,,,,5,4
ชัยภูมิ,2,5_18,constituency,173.0,บ้านเขว้า,ชีบน,209.0,,,,,,6,1
ชัยภูมิ,2,5_18,constituency,174.0,บ้านเขว้า,ตลาดแร้ง,12.0,,,,,,7,8
ชัยภูมิ,2,5_18,constituency,175.0,บ้านเขว้า,ตลาดแร้ง,0.0,,,,,,7,7
ชัยภูมิ,2,5_18,constituency,176.0,บ้านเขว้า,ตลาดแร้ง,1.0,,,,,,7,6
ชัยภูมิ,2,5_18,constituency,177.0,บ้านเขว้า,ตลาดแร้ง,70.0,,,,,,7,2
ชัยภูมิ,2,5_18,constituency,178.0,บ้านเขว้า,ตลาดแร้ง,4453.0,4.0,,,,,7,3
ชัยภูมิ,2,5_18,constituency,179.0,บ้านเขว้า,ตลาดแร้ง,0.0,,,,,,6,6
ชัยภูมิ,2,5_18,constituency,180.0,บ้านเขว้า,ตลาดแร้ง,210974.0,6.0,,,,,7,3
ชัยภูมิ,2,5_18,constituency,181.0,บ้านเขว้า,ตลาดแร้ง,28.0,,,,,,6,4
ชัยภูมิ,2,5_18,constituency,182.0,บ้านเขว้า,ตลาดแร้ง,444.0,,,,,,6,1
ชัยภูมิ,2,5_18,constituency,183.0,บ้านเขว้า,ตลาดแร้ง,254.0,,,,,,7,2
ชัยภูมิ,2,5_18,constituency,184.0,บ้านเขว้า,ตลาดแร้ง,3.0,,,,,,7,6
ชัยภูมิ,2,5_18,constituency,185.0,บ้านเขว้า,ตลาดแร้ง,144.0,,,,,,7,7
ชัยภูมิ,2,5_18,constituency,186.0,บ้านเขว้า,ตลาดแร้ง,72.0,,,,,,6,2
ชัยภูมิ,2,5_18,constituency,187.0,บ้านเขว้า,ตลาดแร้ง,20.0,,,,,,7,0
ชัยภูมิ,2,5_18,constituency,188.0,บ้านเขว้า,ตลาดแร้ง,6.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,189.0,บ้านเขว้า,ตลาดแร้ง,7.0,,,,,,7,3
ชัยภูมิ,2,5_18,constituency,190.0,บ้านเขว้า,ตลาดแร้ง,242.0,,,,,,7,3
ชัยภูมิ,2,5_18,constituency,191.0,บ้านเขว้า,ตลาดแร้ง,4.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,192.0,บ้านเขว้า,ตลาดแร้ง,259438.0,,,,,,6,1
ชัยภูมิ,2,5_18,constituency,193.0,บ้านเขว้า,ตลาดแร้ง,810.0,,,,,,7,7
ชัยภูมิ,2,5_18,constituency,194.0,บ้านเขว้า,ตลาดแร้ง,243.0,,,,,,7,3
ชัยภูมิ,2,5_18,constituency,195.0,บ้านเขว้า,ตลาดแร้ง,25.0,,,,,,7,2
ชัยภูมิ,2,5_18,constituency,196.0,บ้านเขว้า,ตลาดแร้ง,81.0,,,,,,7,1
ชัยภูมิ,2,5_18,constituency,198.0,บ้านเขว้า,ตลาดแร้ง,4.0,,,,,,7,7
ชัยภูมิ,2,5_18,constituency,199.0,บ้านเขว้า,ตลาดแร้ง,1.0,336.0,,,,,7,9
ชัยภูมิ,2,5_18,constituency,200.0,บ้านเขว้า,ตลาดแร้ง,10.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,201.0,บ้านเขว้า,ตลาดแร้ง,97.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,202.0,บ้านเขว้า,ตลาดแร้ง,356.0,,,,,,7,4
ชัยภูมิ,2,5_18,constituency,203.0,บ้านเขว้า,ตลาดแร้ง,0.0,,,,,,6,8
ชัยภูมิ,2,5_18,constituency,204.0,บ้านเขว้า,ตลาดแร้ง,3010225051.0,,,,,,6,0
ชัยภูมิ,2,5_18,constituency,205.0,บ้านเขว้า,ตลาดแร้ง,222.0,,,,,,6,1
ชัยภูมิ,2,5_18,constituency,206.0,บ้านเขว้า,ตลาดแร้ง,29.0,466.0,,,,,8,4
ชัยภูมิ,2,5_18,constituency,207.0,บ้านเขว้า,ตลาดแร้ง,220.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,208.0,บ้านเขว้า,ตลาดแร้ง,39.0,,,,,,5,3
ชัยภูมิ,2,5_18,constituency,209.0,บ้านเขว้า,ตลาดแร้ง,0.0,,,,,,6,6
ชัยภูมิ,2,5_18,constituency,210.0,บ้านเขว้า,ตลาดแร้ง,144.0,,,,,,5,4
ชัยภูมิ,2,5_18,constituency,211.0,บ้านเขว้า,ตลาดแร้ง,2.0,,,,,,6,5
ชัยภูมิ,2,5_18,constituency,212.0,บ้านเขว้า,ตลาดแร้ง,3002231.0,,,,,,6,1
ชัยภูมิ,2,5_18,constituency,213.0,บ้านเขว้า,ตลาดแร้ง,9036.0,,,,,,6,2
ชัยภูมิ,2,5_18,constituency,214.0,บ้านเขว้า,ตลาดแร้ง,0.0,2.0,,,,,7,8
ชัยภูมิ,2,5_18,constituency,215.0,บ้านเขว้า,ตลาดแร้ง,0.0,,,,,,6,6
ชัยภูมิ,2,5_18,constituency,216.0,บ้านเขว้า,ตลาดแร้ง,0.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,217.0,บ้านเขว้า,ตลาดแร้ง,2600.0,,,,,,5,3
ชัยภูมิ,2,5_18,constituency,218.0,บ้านเขว้า,ตลาดแร้ง,6.0,4.0,,,,,7,5
ชัยภูมิ,2,5_18,constituency,219.0,บ้านเขว้า,ตลาดแร้ง,0.0,,,,,,6,6
ชัยภูมิ,2,5_18,constituency,220.0,บ้านเขว้า,ตลาดแร้ง,73.0,,,,,,7,6
ชัยภูมิ,2,5_18,constituency,222.0,บ้านเขว้า,ทุ่งทอง,14.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,223.0,บ้านเขว้า,ทุ่งทอง,49.0,99.0,,,,,6,4
ชัยภูมิ,2,5_18,constituency,224.0,บ้านเขว้า,ทุ่งทอง,1630.0,,,,,,6,5
ชัยภูมิ,2,5_18,constituency,225.0,บ้านเขว้า,ทุ่งทอง,6.0,,,,,,6,5
ชัยภูมิ,2,5_18,constituency,226.0,บ้านเขว้า,ทุ่งทอง,3.0,9.0,,,,,7,6
ชัยภูมิ,2,5_18,constituency,227.0,บ้านเขว้า,ทุ่งทอง,3.0,3.0,,,,,5,4
ชัยภูมิ,2,5_18,constituency,228.0,บ้านเขว้า,ทุ่งทอง,9.0,,,,,,5,1
ชัยภูมิ,2,5_18,constituency,229.0,บ้านเขว้า,ทุ่งทอง,36.0,,,,,,6,4
ชัยภูมิ,2,5_18,constituency,230.0,บ้านเขว้า,บ้านเขว้า,0.0,,,,,,9,11
ชัยภูมิ,2,5_18,constituency,231.0,บ้านเขว้า,บ้านเขว้า,0.0,,,,,,7,7
ชัยภูมิ,2,5_18,constituency,232.0,บ้านเขว้า,บ้านเขว้า,40.0,,,,,,7,2
ชัยภูมิ,2,5_18,constituency,233.0,บ้านเขว้า,บ้านเขว้า,0.0,,,,,,5,5
ชัยภูมิ,2,5_18,constituency,234.0,บ้านเขว้า,บ้านเขว้า,0.0,,,,,,5,5
ชัยภูมิ,2,5_18,constituency,235.0,บ้านเขว้า,บ้านเขว้า,9526.0,,,,,,7,4
ชัยภูมิ,2,5_18,constituency,236.0,บ้านเขว้า,บ้านเขว้า,2.0,,,,,,6,5
ชัยภูมิ,2,5_18,constituency,237.0,บ้านเขว้า,บ้านเขว้า,0.0,,,,,,6,9
ชัยภูมิ,2,5_18,constituency,238.0,บ้านเขว้า,บ้านเขว้า,156.0,,,,,,6,2
ชัยภูมิ,2,5_18,constituency,239.0,บ้านเขว้า,บ้านเขว้า,288.0,8.0,,,,,5,3
ชัยภูมิ,2,5_18,constituency,240.0,บ้านเขว้า,บ้านเขว้า,0.0,,,,,,1,1
ชัยภูมิ,2,5_18,constituency,241.0,บ้านเขว้า,บ้านเขว้า,9.0,,,,,,6,8
ชัยภูมิ,2,5_18,constituency,242.0,บ้านเขว้า,บ้านเขว้า,0.0,39.0,,,,,6,5
ชัยภูมิ,2,5_18,constituency,243.0,บ้านเขว้า,บ้านเขว้า,10.0,,,,,,7,4
ชัยภูมิ,2,5_18,constituency,244.0,บ้านเขว้า,บ้านเขว้า,6.0,,,,,,6,5
ชัยภูมิ,2,5_18,constituency,245.0,บ้านเขว้า,บ้านเขว้า,8.0,,,,,,6,5
ชัยภูมิ,2,5_18,constituency,246.0,บ้านเขว้า,บ้านเขว้า,20.0,,,,,,5,3
ชัยภูมิ,2,5_18,constituency,247.0,บ้านเขว้า,บ้านเขว้า,0.0,,,,,,6,8
ชัยภูมิ,2,5_18,constituency,248.0,บ้านเขว้า,บ้านเขว้า,8.0,5.0,,,,,7,3
ชัยภูมิ,2,5_18,constituency,249.0,บ้านเขว้า,บ้านเขว้า,8.0,,,,,,7,3
ชัยภูมิ,2,5_18,constituency,250.0,บ้านเขว้า,บ้านเขว้า,0.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,251.0,บ้านเขว้า,บ้านเขว้า,2.0,,,,,,7,6
ชัยภูมิ,2,5_18,constituency,252.0,บ้านเขว้า,บ้านเขว้า,292.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,253.0,บ้านเขว้า,บ้านเขว้า,66.0,3.0,,,,,6,2
ชัยภูมิ,2,5_18,constituency,255.0,บ้านเขว้า,ภูแลนคา,62.0,,,,,,5,3
ชัยภูมิ,2,5_18,constituency,256.0,,,0.0,,,,,,3,3
ชัยภูมิ,2,5_18,constituency,256.0,บ้านเขว้า,ภูแลนคา,2.0,,,,,,6,5
ชัยภูมิ,2,5_18,constituency,257.0,บ้านเขว้า,ภูแลนคา,0.0,,,,,,7,6
ชัยภูมิ,2,5_18,constituency,258.0,บ้านเขว้า,ภูแลนคา,6885.0,,,,,,8,5
